record_id,standard_acronym,project_public_id,project_name,country_standard,project_type,project_status,geometry_type,project_url,redd_redd_plus_classification,redd_redd_plus_basis,wkt,original_wkt,coordinate_fix_applied
VCS_2297_2026-04-01,VCS,2297,REDD+ Project Pueblos indígenas resguardando la selva,Colombia,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/2297,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-72.425359 -1.342811),,
VCS_2298_2026-04-01,VCS,2298,"CONSEJOS COMUNITARIOS DEL PACIFICO VALLE DEL CAUCA (CCPVC) PROGRAMA REDD+ VALLE DEL CAUCA, COLOMBIA",Colombia,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/2298,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-77.129520999999997 3.696826),,
VCS_2317_2026-04-01,VCS,2317,REDD+ Project Magnolios de Yarumal,Colombia,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/2317,REDD/REDD+,project_name: REDD+; project_subcategories: REDD,POINT (-75.295203000000001 7.034051),,
VCS_2320_2026-04-01,VCS,2320,National REDD+ Project in the Democratic Republic of Congo,"Congo, The Democratic Republic of the",Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/2320,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (23.984729000000002 -0.406736),,
VCS_2321_2026-04-01,VCS,2321,Ola Hou – Restoring Hawaii’s Native Forests,United States,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/2321,REDD/REDD+,project_subcategories: REDD,POINT (-156.225615000000005 20.678577000000001),,
VCS_2324_2026-04-01,VCS,2324,COMMUNITY BASED AVOIDED DEFORESTATION PROJECT IN GUINEA-BISSAU - REDD,Guinea-Bissau,Agriculture Forestry and Other Land Use,Late to verify,Point,https://registry.verra.org/app/projectDetail/VCS/2324,REDD/REDD+,project_name: REDD; project_subcategories: REDD,POINT (-16.190328000000001 12.310658),,
VCS_2330_2026-04-01,VCS,2330,Protection of mangroves and community developmental activities in the biodiversity hotspot of Colombia,Colombia,Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/2330,REDD/REDD+,project_description: REDD; project_subcategories: REDD,POINT (-76.960277000000005 8.105304),,
VCS_2356_2026-04-01,VCS,2356,REDD+ CONSERVATION OF ETHNO SUSTAINABLE AFRO-COLOMBIAN COMMUNITY IN THE TROPICAL RAIN FOREST OF COLOMBIA,Colombia,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/2356,REDD/REDD+,project_name: REDD+; project_description: REDD; project_subcategories: REDD,POINT (-77.373911000000007 8.625021),,
VCS_2363_2026-04-01,VCS,2363,CONSERVATION OF MIOMBOS IN TARU KENYA REDD+,Kenya,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/2363,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (39.122999999999998 -3.429),,
VCS_2373_2026-04-01,VCS,2373,Yellow Ipê Grouped REDD Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/2373,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-59.686387000000003 -5.628332),,
VCS_2392_2026-04-01,VCS,2392,REDD + in the Forests of the Otún River Basin,Colombia,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/2392,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-75.525959999999998 4.739131),,
VCS_2395_2026-04-01,VCS,2395,OKI REDD+ Project,Indonesia,Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/2395,REDD/REDD+,project_name: REDD+,POINT (105.599999999999994 -2.565),,
VCS_2403_2026-04-01,VCS,2403,Riau Ecosystem Restoration Carbon Project,Indonesia,Agriculture Forestry and Other Land Use,Verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/2403,REDD/REDD+,project_description: REDD+,POINT (102.816699999999997 0.416667),,
VCS_2406_2026-04-01,VCS,2406,SENEGAL AND WEST AFRICA MANGROVE PROGRAMME (SWAMP),Senegal,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/2406,REDD/REDD+,project_description: REDD+,POINT (-16.763672 14.134995),,
VCS_2407_2026-04-01,VCS,2407,Niokolo Koba REDD+ Project,Senegal,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/2407,REDD/REDD+,project_name: REDD+,POINT (-13.698784 13.256634999999999),,
VCS_2459_2026-04-01,VCS,2459,NAYA REDD+,Colombia,Agriculture Forestry and Other Land Use,Rejected by Administrator,Point,https://registry.verra.org/app/projectDetail/VCS/2459,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-77.165316000000004 3.059431),,
VCS_2482_2026-04-01,VCS,2482,Boa Fé REDD Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/2482,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-60.039797999999998 -8.536883),,
VCS_2483_2026-04-01,VCS,2483,Tavolo Community Forest Conservation Project,Papua New Guinea,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/2483,REDD/REDD+,project_description: REDD; project_subcategories: REDD,POINT (150.905916999999988 -6.007562),,
VCS_2502_2026-04-01,VCS,2502,TAHUAMANU AMAZON REDD PROJECT,Peru,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/2502,REDD/REDD+,project_name: REDD; project_description: REDD+; project_subcategories: REDD,POINT (-69.973701000000005 -11.359047),,
VCS_2508_2026-04-01,VCS,2508,UNITOR REDD+ PROJECT,Brazil,Agriculture Forestry and Other Land Use,On Hold - see notification letter,Point,https://registry.verra.org/app/projectDetail/VCS/2508,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-66.137969999999996 -9.13167),,
VCS_2510_2026-04-01,VCS,2510,"CHINKO CONSERVATION AREA REDD+ PROJECT, CENTRAL AFRICAN REPUBLIC",Central African Republic,Agriculture Forestry and Other Land Use,Verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/2510,REDD/REDD+,project_name: REDD+; project_subcategories: REDD,POINT (23.945340000000002 6.1349),,
VCS_2518_2026-04-01,VCS,2518,"Carbon sequestration in mangroves of the south – central coastal zone of the state of Sinaloa, México",Mexico,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/2518,REDD/REDD+,project_subcategories: REDD,POINT (-108.388333000000003 25.3125),,
VCS_2538_2026-04-01,VCS,2538,Pendjari and W-Benin National Parks REDD+ Project,Benin,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/2538,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (1.960277 11.299720000000001),,
VCS_2539_2026-04-01,VCS,2539,EVERGREEN REDD+ PROJECT,Brazil,Agriculture Forestry and Other Land Use,On Hold - see notification letter,Point,https://registry.verra.org/app/projectDetail/VCS/2539,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-59.521521999999997 -7.471899),,
VCS_2551_2026-04-01,VCS,2551,BRAZILIAN AMAZON APD GROUPED PROJECT,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/2551,REDD/REDD+,project_subcategories: REDD,POINT (-69.532793999999996 -10.265973000000001),,
VCS_2558_2026-04-01,VCS,2558,ABC Norte REDD Project,Brazil,Agriculture Forestry and Other Land Use,Verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/2558,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-50.343443000000001 -2.631825),,
VCS_2566_2026-04-01,VCS,2566,The Serra do Amolar REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/2566,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-57.580553000000002 -17.908324),,
VCS_2578_2026-04-01,VCS,2578,PANAMA FORESTS CONSERVATION PROJECT REDUCTION OF GHG EMISSIONS THROUGH DEFORESTATION AND AVOIDED DEGRADATION. -Alliance of Indigenous Peoples and Rural Communities of Panama-,Panama,Agriculture Forestry and Other Land Use,Inactive,Point,https://registry.verra.org/app/projectDetail/VCS/2578,REDD/REDD+,project_subcategories: REDD,POINT (-80.782127000000003 8.537981),,
VCS_2586_2026-04-01,VCS,2586,413 REDD Project,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/2586,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-60.760809 -5.963038),POINT (-5.963038 -60.760809000000002),longitude_latitude_swapped
VCS_2587_2026-04-01,VCS,2587,Zero Carbon Aripuanã River Valley REDD Project 1,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/2587,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-60.962586 -6.522687),POINT (-6.522687 -60.962586000000002),longitude_latitude_swapped
VCS_2611_2026-04-01,VCS,2611,CORAZÓN VERDE DEL CHACO PROJECT,Paraguay,Agriculture Forestry and Other Land Use,Verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/2611,REDD/REDD+,project_subcategories: REDD,POINT (-58.404228000000003 -22.353203000000001),,
VCS_2618_2026-04-01,VCS,2618,COMACO Landscape Management Project - West,Zambia,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/2618,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (31.433989 -11.853882),,
VCS_2620_2026-04-01,VCS,2620,Ribeirinho REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/2620,REDD/REDD+,project_name: REDD+; project_description: REDD; project_subcategories: REDD,POINT (-50.862498000000002 -2.195816),,
VCS_2709_2026-04-01,VCS,2709,Juruena River REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/2709,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-58.552965 -9.406582),,
VCS_2723_2026-04-01,VCS,2723,CONDOTO REDD+,Colombia,Agriculture Forestry and Other Land Use,Verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/2723,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-76.652079000000001 5.089546),,
VCS_2760_2026-04-01,VCS,2760,REDD+ Project in Oro Province of Papua New Guinea,Papua New Guinea,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/2760,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (147.390999999999991 -8.069000000000001),,
VCS_2791_2026-04-01,VCS,2791,CONSERVATION OF NATIVE FOREST IN THE BIODIVERSITY HOTSPOT OF PAPUA NEW GUINEA,Papua New Guinea,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/2791,REDD/REDD+,project_subcategories: REDD,POINT (146.900801 -6.36538),POINT (146.900801000000001 6.36538),manual_review_latitude_sign_correction
VCS_2857_2026-04-01,VCS,2857,Integrated REDD+ Project in Zambia,Zambia,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/2857,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (27.227499999999999 -13.380100000000001),,
VCS_2870_2026-04-01,VCS,2870,Gairova REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/2870,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-58.173096000000001 -11.085855),,
VCS_2871_2026-04-01,VCS,2871,Green Valley Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/2871,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-58.280127 -10.286820000000001),,
VCS_2872_2026-04-01,VCS,2872,CRIMA PREDIO PUTUMAYO Y ANDOQUE DE ADUCHE REDD+ PROJECT,Colombia,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/2872,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-75.253889000000001 0.698333),,
VCS_2878_2026-04-01,VCS,2878,Rio Madeira Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/2878,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-64.827933000000002 -9.678115),,
VCS_2926_2026-04-01,VCS,2926,Afforestation Project,China,Agriculture Forestry and Other Land Use,Rejected by Administrator,,https://registry.verra.org/app/projectDetail/VCS/2926,REDD/REDD+,project_subcategories: REDD,,POINT (0 0),invalid_source_point_0_0_removed_from_qgis_layer
VCS_2950_2026-04-01,VCS,2950,Atlantic Forest Biodiversity Conservation Limeira Project REDD,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/2950,REDD/REDD+,project_name: REDD; project_subcategories: REDD,POINT (-48.735255000000002 -25.658203),,
VCS_2974_2026-04-01,VCS,2974,Aztlan Blue Carbon Mangrove CONSERVATION project - Conserving the Marismas NACIONALES of Nayarit,Mexico,Agriculture Forestry and Other Land Use,Under development,,https://registry.verra.org/app/projectDetail/VCS/2974,REDD/REDD+,project_description: REDD+,,POINT (0 0),invalid_source_point_0_0_removed_from_qgis_layer
VCS_2975_2026-04-01,VCS,2975,"U' Balam'moo A'kalché ó Blue Carbon Mangrove Conservation Project, Conserving Coastal Ecosystems in Campeche to Support Life",Mexico,Agriculture Forestry and Other Land Use,Under development,,https://registry.verra.org/app/projectDetail/VCS/2975,REDD/REDD+,project_description: REDD+,,POINT (0 0),invalid_source_point_0_0_removed_from_qgis_layer
VCS_2976_2026-04-01,VCS,2976,"Uh lu'umil Zazil-ha Blue Carbon Mangrove Conservation Project, Conserving Coastal Ecosystems in Quintana Roo to Support Life",Mexico,Agriculture Forestry and Other Land Use,Inactive,,https://registry.verra.org/app/projectDetail/VCS/2976,REDD/REDD+,project_description: REDD+,,POINT (0 0),invalid_source_point_0_0_removed_from_qgis_layer
VCS_2980_2026-04-01,VCS,2980,Feijó REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/2980,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-69.844836000000001 -8.436576000000001),,
VCS_3002_2026-04-01,VCS,3002,Hiwi REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/3002,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-68.076172 -9.066860999999999),,
VCS_3049_2026-04-01,VCS,3049,Rio Preto Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/3049,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-57.189 -14.368885000000001),,
VCS_3050_2026-04-01,VCS,3050,Maraui Program - Grouped Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/3050,REDD/REDD+,project_subcategories: REDD,POINT (-43.421767000000003 -7.551746),,
VCS_3055_2026-04-01,VCS,3055,Itaúba REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/3055,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-54.596899999999998 -11.1328),,
VCS_3057_2026-04-01,VCS,3057,"Tlawan kiwi nak chuchit Blue Carbon Mangrove Conservation Project, Conserving Coastal Ecosystems in Veracruz to Support Life",Mexico,Agriculture Forestry and Other Land Use,Under development,,https://registry.verra.org/app/projectDetail/VCS/3057,REDD/REDD+,project_description: REDD+,,POINT (0 0),invalid_source_point_0_0_removed_from_qgis_layer
VCS_3114_2026-04-01,VCS,3114,Developing voluntary carbon market project for Dudhwa Tiger Reserve in India,India,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3114,REDD/REDD+,project_subcategories: REDD,POINT (80.683333000000005 28.516666000000001),,
VCS_3140_2026-04-01,VCS,3140,ZhaoQu Afforestation Project,China,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/3140,REDD/REDD+,project_subcategories: REDD,POINT (103.75 26.899999000000001),,
VCS_3141_2026-04-01,VCS,3141,Western Amazon REDD+ Grouped Project,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval request denied,Point,https://registry.verra.org/app/projectDetail/VCS/3141,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-67.656339000000003 -10.231087),,
VCS_3145_2026-04-01,VCS,3145,Proyecto REDD++ PANI,Colombia,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/3145,REDD/REDD+,project_name: REDD+; project_subcategories: REDD,POINT (-71.275585000000007 -1.28414),,
VCS_3152_2026-04-01,VCS,3152,Alto Xingu Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/3152,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-54.108496000000002 -12.606213),,
VCS_3179_2026-04-01,VCS,3179,Conservation and restoration of the tropical dry forest of the north coast of Peru,Peru,Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/3179,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-80.512611000000007 -4.041574),,
VCS_3210_2026-04-01,VCS,3210,Bajo Atrato REDD+ Project,Colombia,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/3210,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-77.391208 7.354147),POINT (77.391208000000006 7.354147),manual_review_sign_correction
VCS_3215_2026-04-01,VCS,3215,ASATIQ Vaupés Maloca REDD+ Project,Colombia,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/3215,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-70.48573 1.605186),POINT (70.485730000000004 1.605186),manual_review_sign_and_axis_correction
VCS_3216_2026-04-01,VCS,3216,ASATRIZY Vaupés Maloca REDD+ Project,Colombia,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/3216,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-70.455077 0.588388),POINT (70.455077000000003 0.588388),manual_review_sign_and_axis_correction
VCS_3217_2026-04-01,VCS,3217,REDD+ Project in the Alto Predio Putumayo Indigenous Reservation in Colombia,Colombia,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3217,REDD/REDD+,project_name: REDD+; project_subcategories: REDD,POINT (-74.430295 0.24841),POINT (74.430295000000001 0.24841),manual_review_sign_and_axis_correction
VCS_3218_2026-04-01,VCS,3218,Origen Atrato-Baudó REDD+ Project,Colombia,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/3218,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-76.831547 5.61735),POINT (76.831547 5.61735),manual_review_sign_correction
VCS_3223_2026-04-01,VCS,3223,CONSERVATION AND RESTORATION OF THE MANGROVE ECOSYSTEM IN THE GAMBIA THROUGH THE REDD+ MECHANISM,Gambia,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/3223,REDD/REDD+,project_name: REDD+,POINT (-14.947732999999999 13.598877999999999),,
VCS_3281_2026-04-01,VCS,3281,ANDRADE SUN FARMS REDD+ FAZENDA SANTA RITA,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3281,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-45.789450000000002 -21.619864),,
VCS_3284_2026-04-01,VCS,3284,INTEGRATED REDD+ PROJECT1 IN PAPUA NEW GUINEA,Papua New Guinea,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3284,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (144.2798 -5.7914),POINT (144.279799999999994 5.7914),manual_review_latitude_sign_correction
VCS_3295_2026-04-01,VCS,3295,Developing Carbon Finance Project For Van Panchayats In Soil Conservation Forest Division Ranikhet (Uttarakhand),India,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3295,REDD/REDD+,project_subcategories: REDD,POINT (79.420000000000002 29.649995000000001),,
VCS_3296_2026-04-01,VCS,3296,Developing Carbon Finance Project for Van Panchayats in Soil Conservation Forest Division Nainital (Uttarakhand),India,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3296,REDD/REDD+,project_subcategories: REDD,POINT (79.463569000000007 29.380275000000001),,
VCS_3304_2026-04-01,VCS,3304,Boa Esperança Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3304,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-59.81015 -1.859012),,
VCS_3306_2026-04-01,VCS,3306,Buritirana Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/3306,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-46.374113000000001 -11.947426),,
VCS_3324_2026-04-01,VCS,3324,Ipoá REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3324,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-59.766812000000002 -5.517869),,
VCS_3332_2026-04-01,VCS,3332,SIMFlor Programme 2,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3332,REDD/REDD+,project_subcategories: REDD,POINT (-67.504140000000007 -7.461289),,
VCS_3334_2026-04-01,VCS,3334,MARAJÓ REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/3334,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-50.280754000000002 -2.499135),,
VCS_3335_2026-04-01,VCS,3335,Developing a voluntary carbon market project for Pench Tiger Reserve in India,India,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3335,REDD/REDD+,project_description: REDD; project_subcategories: REDD,POINT (79.413888 21.719438),,
VCS_3341_2026-04-01,VCS,3341,Samkos REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,Inactive,Point,https://registry.verra.org/app/projectDetail/VCS/3341,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (103.051388000000003 12.169665),,
VCS_3344_2026-04-01,VCS,3344,The Last Habitat REDD+ project,Peru,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/3344,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-74.573340000000002 -8.559732),,
VCS_3347_2026-04-01,VCS,3347,Developing voluntary carbon market project for Periyar Tiger Reserve in India,India,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3347,REDD/REDD+,project_subcategories: REDD,POINT (77.418199000000001 9.6195),,
VCS_3380_2026-04-01,VCS,3380,SIMFlor Programme 1,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/3380,REDD/REDD+,project_subcategories: REDD,POINT (-64.738444000000001 -5.650331),,
VCS_3430_2026-04-01,VCS,3430,Juruá REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/3430,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-72.431399999999996 -8.2333),,
VCS_3434_2026-04-01,VCS,3434,Lomphat Wildlife Sanctuary REDD+ Project,Cambodia,Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/3434,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (106.717355999999995 13.167239),,
VCS_3451_2026-04-01,VCS,3451,Harpia Grouped REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/3451,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-58.859413000000004 -9.388579),,
VCS_3453_2026-04-01,VCS,3453,ITABU REDD+ PROJECT IN ZAMBIA,Zambia,Agriculture Forestry and Other Land Use,Registration and verification approval request denied,Point,https://registry.verra.org/app/projectDetail/VCS/3453,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (29.846838000000002 9.064308),,
VCS_3475_2026-04-01,VCS,3475,ACABA REDD+ Project,Colombia,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3475,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-77.105663 5.539792),POINT (77.105663000000007 5.539792),manual_review_sign_correction
VCS_3506_2026-04-01,VCS,3506,REDD Project - Territorio Indígena Originario Campesino,"Bolivia, Plurinational State of",Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/3506,REDD/REDD+,project_name: REDD; project_description: REDD+; project_subcategories: REDD,POINT (-65.983999999999995 -16.195),,
VCS_3564_2026-04-01,VCS,3564,REDD+ Project for the Conservation of Lowland Forest in the Magdalena Medio Region of Colombia,Colombia,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/3564,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-74.342950000000002 6.711769),,
VCS_3575_2026-04-01,VCS,3575,Kokolopori Bonobo Peace Forest Grouped REDD Project,"Congo, The Democratic Republic of the",Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/3575,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (23.051708000000001 0.145005),,
